Who are the people leading safeguarding at Activate Learning whom I might hear from?,"Safeguarding is led by:• Millie Ellis (Group Lead)• Katie Hoare (Deputy for Surrey)• Kelly Walsh (Deputy for Berkshire)• Talia Dolman (Deputy for Oxfordshire)If you contact 01865 550 401 or safe@activatelearning.ac.uk, any of these Safeguarding Leads may respond, but you don’t need to know individual names to get help—just use the hotline or email for immediate support."
What should I do if I’m in immediate danger or it’s an emergency?,"If you or someone else is in immediate danger, call 999 first. After you have contacted the emergency services, you can also call 01865 550 401 or email safe@activatelearning.ac.uk so our Safeguarding team knows and can provide further support."
How do I prove my immigration status using a Share Code?,"1. Go to https://www.gov.uk/view-prove-immigration-status and click Start now. 2. Follow the prompts to Prove your status, choosing Prove your status to someone → Another reason → type Right to Study → Continue. 3. Copy or screenshot the Share Code displayed. 4. Email that code to your campus admissions or enrolment team (they need it to confirm your right to study)."
What is a Student Confirmation Letter and what information does it include?,"A Student Confirmation Letter verifies that you studied (or are studying) at Activate Learning and shows: • Your programme title & code • Campus name • Whether your course is full- or part-time • Start & end dates For online courses, the letter omits campus but otherwise shows the same details. You can use it for council tax, government agencies or other official purposes—it’s not an employment reference."
How can I request a Student Confirmation Letter for my studies?,"Complete the Student Confirmation Letter form on our website at https://www.activatelearning.ac.uk/student-confirmation/. Once submitted, your request enters the dedicated queue and the letter is produced within 4–6 weeks. You can also request in person at your campus Advice Centre."
Can my emergency contact request a Student Confirmation Letter on my behalf?,"Yes, if you’re aged 16–18 and the contact is registered on your record. They complete the same online form. If you’re 19+, you must submit the form yourself due to data protection, though exceptions may apply for EHCP holders."
What if I studied more than seven years ago or you can’t find my record—can I still get a Student Confirmation Letter?,"Unfortunately, we can only issue letters for students with an active REMS record. If you studied with us over seven years ago or your record isn’t found, you won’t be able to complete the online form. You can ask an institution you attended more recently, or email Group.Administration@activatelearning.ac.uk —but there’s no guarantee of retrieval."
Is student accommodation available and how do I book it?,"Accommodation is offered at Merrist Wood College, and for Activate Rugby Academy students at Oxford. To book: email halls@guildford.ac.uk (for Merrist Wood) or Claudine.Williams@activatelearning.ac.uk (for ARA) with your details and a £60 booking fee (plus £150 damages deposit for ARA). Payment confirms your place; final fees and details are provided once you’re fully enrolled."
Are there student discounts available and how do I get them?,"Yes—you can purchase a TOTUM Student Discount Card (formerly NUS Extra) via the TOTUM website or app for £14.99/year (with multi-year options). It gives you 1000s of discounts in retail, travel, restaurants and more. Plus, your Student ID often unlocks extra deals locally. Ask your campus SU or Student Services for current offers."
"How can I book a meeting with Student Services (e.g. for counselling, learning support or safeguarding)?","Email the relevant team directly to request an appointment: • Safeguarding: safe@activatelearning.ac.uk • Student Support (GSS): GSS@activatelearning.ac.uk • Counselling: contact your campus Counsellor via Student Services Your request will be scheduled at a convenient time, and you’ll receive confirmation by email or phone."
How do I set up and access my Activate Learning IT account?,"After you enrol, your IT account is created within 24–48 hours. You’ll receive an email to your personal address with: Username: your college email Password: ActDDMMYY (DDMMYY = your date of birth). Example: born 21 Feb 2003 → Act210203. Log in at portal.office.com or campus PCs, then follow prompts to change your password to something only you know."
What are the password requirements for my student IT account?,"Your new password must be at least 8 characters, include one uppercase, one lowercase, and one number or special character (e.g. !, #). It cannot contain your name, student ID, or any previous password, and it expires every 60 days, after which you’ll need to set a new one."
Where can I get help if I can’t log into my student IT account or access my course materials?,"1. Ask your tutor to raise a request with our IT Service Desk (so they can troubleshoot with you). 2. Use the “Chat with ALO Support” button in Activate Learning Online (once you can log in). 3. If you still need help, email ITSupport@activatelearning.ac.uk with your student ID and the issue details."
How do I reset my password if I forget it?,"If you’ve registered for the self-service password reset tool, go to portal.office.com → Can’t access your account? → Work or school account. Otherwise, ask your tutor to request a password reset via the IT Service Desk while you’re present so they can verify your identity with you."
How do I log in to Century for my Maths or English courses?,"At the Century sign-in page, click “Sign in with Office 365”, then enter your student email and current password (the same as your Activate Learning IT account). If you see a grey login box, use the Office 365 option below it."
How can I pay my course fees?,Please contact the campus Advice Centre for support. They will be able to help you with any questions regarding payments.
What support is available to help me transition into college?,"Our Transition Advisers offer:
• 1:1 visits, taster sessions & campus tours
• Personal advice on college life skills
• Extra support for care leavers, asylum seekers & young carers
Contact them via GSS@activatelearning.ac.uk or drop into your Advice Centre to book a meeting."
How can I update my personal contact details with the college?,"You can update your details:
• Online via our enquiry form on the website
• In person at your campus Advice Centre
• By phone—if calling, be ready to provide 3 forms of ID (see below). Emergency contacts cannot update your details unless you’re aged 16–18 and they’re registered on your record."
How can I withdraw my application before I enrol?,"Email Admissions@activatelearning.ac.uk with your Student ID and a brief reason for withdrawing, or call the Contact Centre. You’ll receive a confirmation once your application has been cancelled."
How do I formally withdraw from a course I’m already enrolled on?,"Speak with your course tutor or faculty coordinator in person or by email. They will complete the withdrawal paperwork and submit it to our Data Team on your behalf. Once processed, you’ll get a confirmation from the faculty."
What work experience do I need to complete as part of my course?,Many programmes include mandatory work experience—either a set day each week or a total number of hours across the year. You’ll get full details and any assessment criteria during your induction week.
Who arranges my work experience placement and how do I contact them?,During induction you’ll meet your Work Experience Coordinator for your faculty. They are your point of contact for sourcing placements. You can also find their name and email in the college Directory under Group Services → Work Experience.
I’m not currently studying at Activate Learning—can I still do a placement here?,"Unfortunately not. Our work experience slots are reserved for current students only, both for curriculum alignment and insurance coverage."
